auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
;402;01/115/02;10.05.2011 11:10;09.05.2020 16:56;;;Ботинки женские;;Кожа светло- коричневого цвета, замша, Париж, Франция, н. ХХ в.;0;0;tkani_botinki_01_115_02_6.jpg;tkani_botinki_01_115_02_5.jpg;tkani_botinki_01_115_02_4.jpg;tkani_botinki_01_115_02_3.jpg;tkani_botinki_01_115_02_2.jpg;tkani_botinki_01_115_02_1.jpg;;;;;;;;;
;401;01/115/01;10.05.2011 11:10;09.05.2015 16:56;;;Ботинки женские;;Кожа темно-синего цвета, Париж, Франция, н. ХХ в.;0;0;tkani_botinki_01_115_01_6.jpg;tkani_botinki_01_115_01_5.jpg;tkani_botinki_01_115_01_4.jpg;tkani_botinki_01_115_01_3.jpg;tkani_botinki_01_115_01_2.jpg;tkani_botinki_01_115_01_1.jpg;;;;;;;;;
;401;01/115/01;08.11.2010 1:13;10.05.2011 2:13;;;Ботинки женские;;Кожа темно-синего цвета, Париж, Франция, н. ХХ в.;0;0;tkani_botinki_01_115_01_1.jpg;tkani_botinki_01_115_01_2.jpg;tkani_botinki_01_115_01_3.jpg;tkani_botinki_01_115_01_4.jpg;tkani_botinki_01_115_01_5.jpg;tkani_botinki_01_115_01_6.jpg;;;;;;;;;
;402;01/115/02;08.11.2010 1:13;10.05.2011 2:13;;;Ботинки женские;;Кожа светло- коричневого цвета, замша, Париж, Франция, н. ХХ в.;0;0;tkani_botinki_01_115_02_1.jpg;tkani_botinki_01_115_02_2.jpg;tkani_botinki_01_115_02_3.jpg;tkani_botinki_01_115_02_4.jpg;tkani_botinki_01_115_02_5.jpg;tkani_botinki_01_115_02_6.jpg;;;;;;;;;
;413;01/115/06;10.05.2011 11:10;09.05.2020 16:56;;;Две венчальные свечи;;;0;0;tkani_2svechi_01_115_06_1.jpg;;;;;;;;;;;;;;
;413;01/115/06;08.11.2010 1:13;10.05.2011 2:13;;;Две венчальные свечи;;Воск, тесьма, н. ХХ в., длина 20 см;0;0;tkani_2svechi_01_115_06_1.jpg;;;;;;;;;;;;;;
;409;01/115/12;10.05.2011 11:10;09.05.2020 16:56;;;Полотенца, салфетки, накидки на подушки;;Ткань, вышивка, н. ХХ в.;0;0;tkani_polotence_01_115_12_1.jpg;;;;;;;;;;;;;;
;409;01/115/12;08.11.2010 1:13;10.05.2011 2:13;;;Полотенца, салфетки, накидки на подушки;;Ткань, вышивка, н. ХХ в.;0;0;tkani_polotence_01_115_12_1.jpg;;;;;;;;;;;;;;
;407;01/115/10;08.11.2010 1:13;10.05.2011 2:13;;;Юбка;;Шелк, кружево, н. ХХ в.;0;0;tkani_ubka_01_115_10_1.jpg;;;;;;;;;;;;;;
