auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price1;price2;price3;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
5;1002270;;04.01.2013 15:57;05.01.2013 15:57;23.11.2012 14:00;23.11.2012 18:00;Лот 100. Неизвестный художник «Портрет молодого араба»;;Бумага, акварель, конец XIX в., овал 25,5х21,5 см;0;2000;;;;;;;;;;;;;;;;
