auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
;1000799;03/371/10;"2011-03-21 15:00:00";"2011-03-31 15:05:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Фигурка «Рысенок»";;"Фарфор, роспись, золочение, Вербилки, Дмитровский фарфоровый завод, 1960-е гг., марка красная «ДФЗ Вербилки с1 36», синим «35», высота 23 см (дарственная надпись серебром 1969 г.)";2200;2200;03_371_10_01.jpg;03_371_10_02.jpg;03_371_10_03.jpg;03_371_10_04.jpg;03_371_10_05.jpg;03_371_10_06.jpg;;;;;;;;
;1000788;03/369/04;"2011-03-21 15:00:00";"2011-03-31 15:00:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Фигурка «Собакевич»";;"Фарфор, роспись, золочение, Ленинградский фарфоровый завод, 1950-е гг., скульптор Б.Я. Воробьев, художник И.И. Ризнич, модель 1953 г., марка синяя ЛФЗ, красным «в/с», высота 19 см";0;0;03_369_04_01.jpg;03_369_04_02.jpg;03_369_04_03.jpg;03_369_04_04.jpg;03_369_04_05.jpg;;;;;;;;;
02;1000482;02/210/12;"2010-12-04 15:00:00";"2010-12-14 15:00:00";"2010-12-04 15:00:00";"2010-12-14 15:00:00";"Фигурка «Эстрадная певица».";;"Фарфор, роспись, люстр, СССР, Киевский экспериментальный керамико-художественный завод, г. Вишневый, 1960-70-е гг., высота 27,5 см.";0;0;02_210_12_5.jpg;02_210_12_6.jpg;02_210_12_7.jpg;02_210_12_1.jpg;02_210_12_2.jpg;02_210_12_3.jpg;02_210_12_4.jpg;;;;;;;
;1000793;03/369/09;"2011-03-21 15:00:00";"2011-03-31 15:00:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Фигурка «Юный хоккеист»";;"Фарфор, роспись, золочение, Ленинградский завод фарфоровых изделий, конец 1950-х - 1960-е гг., марка синяя ЛЗФИ, высота 10 см";0;0;03_369_09_01.jpg;03_369_09_02.jpg;03_369_09_03.jpg;03_369_09_04.jpg;03_369_09_05.jpg;03_369_09_06.jpg;;;;;;;;
;00228;01/002/07;"2010-09-20 15:00:00";"2010-09-30 15:00:00";;;"Фляга с рюмкой «Хлеб да соль»";;"Фарфор, роспись полихромная, надглазурная, золочение, ЛФЗ (Ленинградский фарфоровый завод им. Ломоносова), марка красно-коричневая, 1980-е гг., высота фляги 18см, высота рюмки 5см";0;0;farfor_flyaga_01_002_07_1.jpg;farfor_flyaga_01_002_07_2.jpg;farfor_flyaga_01_002_07_3.jpg;farfor_flyaga_01_002_07_4.jpg;farfor_flyaga_01_002_07_5.jpg;farfor_flyaga_01_002_07_6.jpg;farfor_flyaga_01_002_07_7.jpg;;;;;;;
;00225;01/106/05;"2010-09-20 15:00:00";"2010-09-30 15:00:00";;;"Чайная пара «Рог изобилия»";;"Фарфор, роспись, автор С.В.Чехонин, ГФЗ, 1937 год. Марка зелёная надглазурная: «НКТП завод им. Ломоносова Ленинград сорт 3 1937», на бокале черная надглазурная надпись: «1-Е-34  27». Высота чашки 9.1 см, диаметр блюдца 18.6 см (незначительный скол с внутренней стороны верхнего края чашки)";0;0;farfor_rog_izobiliya_01_106_05_1.jpg;farfor_rog_izobiliya_01_106_05_2.jpg;farfor_rog_izobiliya_01_106_05_3.jpg;farfor_rog_izobiliya_01_106_05_4.jpg;farfor_rog_izobiliya_01_106_05_5.jpg;farfor_rog_izobiliya_01_106_05_6.jpg;farfor_rog_izobiliya_01_106_05_7.jpg;farfor_rog_izobiliya_01_106_05_8.jpg;;;;;;
;00212;01/119/06;"2010-09-20 15:00:00";"2010-09-30 15:00:00";;;"Чайная пара «Цветы»";;"Фарфор, роспись Т.Н.Беспаловой-Михайлевой, ГФЗ, 1920-е - 1-я пол. 1930-х годов. Марки зеленые - серп, молот и шестеренка. Высота чашки 8.9 см, диаметр блюдца 18.6 см (вес 417 гр.)";0;0;farfor_para_cveti_01_119_06_1.jpg;farfor_para_cveti_01_119_06_2.jpg;farfor_para_cveti_01_119_06_3.jpg;farfor_para_cveti_01_119_06_4.jpg;farfor_para_cveti_01_119_06_5.jpg;farfor_para_cveti_01_119_06_6.jpg;farfor_para_cveti_01_119_06_7.jpg;farfor_para_cveti_01_119_06_8.jpg;;;;;;
;00226;01/127/02;"2010-09-20 15:00:00";"2010-09-30 15:00:00";;;"Чайник и молочник";;"Фарфор, крытьё, роспись, золочение, серебрение, цировка, ГФЗ, 1920-е гг. Марка на чайнике зеленая подглазурная - серп, молот и шестеренка. Марка на молочнике синяя надглазурная - серп, молот и шестеренка. Высота чайника 16.5 см, высота молочника 11 см. (незначительные скольчики на внутренней части крышки чайника, реставрация носика чайника и незаметный скол глазури на нем) (вес 744 гр.)";0;0;farfor_chainik_i_molochnik_01_127_02_1.jpg;farfor_chainik_i_molochnik_01_127_02_2.jpg;farfor_chainik_i_molochnik_01_127_02_3.jpg;farfor_chainik_i_molochnik_01_127_02_4.jpg;farfor_chainik_i_molochnik_01_127_02_5.jpg;farfor_chainik_i_molochnik_01_127_02_6.jpg;farfor_chainik_i_molochnik_01_127_02_7.jpg;farfor_chainik_i_molochnik_01_127_02_8.jpg;;;;;;
;00195;01/019/02;"2010-09-20 15:00:00";"2010-09-30 15:00:00";;;"Чашка с блюдцем «Красно-белые цветы»";;"Фарфор, авторская роспись Е. Бессонова, ЛФЗ (Ленинградский Фарфоровый завод) 1960-е гг. (на дне чашки и блюдца авторская подпись), высота 7 см";0;0;farfor_chashka_s_bludcem_01_019_02_1.jpg;farfor_chashka_s_bludcem_01_019_02_2.jpg;farfor_chashka_s_bludcem_01_019_02_3.jpg;farfor_chashka_s_bludcem_01_019_02_4.jpg;farfor_chashka_s_bludcem_01_019_02_5.jpg;;;;;;;;;
;1000801;03/371/14;"2011-03-21 15:00:00";"2011-03-31 15:00:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Чашка с блюдцем «Ягоды»";;"Фарфор, золочение, роспись, Новгородский фарфоровый завод «Пролетарий», 1950-е гг., марка синяя «ЗП Новгород 1с 55», высота чашки 5 см, диаметр блюдца 15 см";0;0;03_371_14_01.jpg;03_371_14_02.jpg;03_371_14_03.jpg;03_371_14_04.jpg;03_371_14_05.jpg;03_371_14_06.jpg;03_371_14_07.jpg;03_371_14_08.jpg;;;;;;
;1000798;03/371/08;"2011-03-21 15:00:00";"2011-03-31 15:00:00";"2011-03-21 15:00:00";"2011-03-31 15:00:00";"Шкатулка «Матрешка»";;"Фарфор, роспись, золочение, ЛЗФИ (Ленинградский завод фарфоровых изделий), 2-я пол. 1950-х - 1960-е гг., марка ЛЗФИ, высота 8,5 см, диаметр 9,5 см";0;0;03_371_08_01.jpg;03_371_08_02.jpg;03_371_08_03.jpg;03_371_08_04.jpg;03_371_08_05.jpg;03_371_08_06.jpg;;;;;;;;
