auction_number;lot_number;contract_number;date_show;date_hide;date_start;date_stop;title;short_desc;desc;price;max_price;sales_price;img;img;img;img;img;img;img;img;img;img;img;img;img;img;img
;00390;01/007/08;"2010-11-08 00:54:52";"2010-12-13 16:48:54";;;"10 открыток начала ХХ века";;"6-ть репродукций с картин:  В. Боброва (2 шт.), А. Веницианова, Г. Мозера, Феруччи, Блюме, 2 поздравительные открытки - Финляндия, открытка - США, открытка Франция";60;;60;"007-8 (1 of 2).jpg";"007-8 (1 of 2) (2).jpg";"007-8 (2 of 2).jpg";"007-8 (2 of 2) (2).jpg";;;;;;;;;;
